"ID","ContinentCode","CountryCode","Year","GenderCode","M_Est_tob_curr_std","WHOSIS_000001","NCDMORT3070","R_Price_lowest_cost_estimate","R_Price_premium_estimate","R_Price_mp_estimate","R_total_tax_estimate"
"DNK2010F","EUR","DNK",2010,"FMLE",24.2,81.1,11.43,NA,NA,NA,NA
"DNK2010M","EUR","DNK",2010,"MLE",26.8,77.2,15.56,NA,NA,NA,NA
"DNK2015B","EUR","DNK",2015,"BTSX",21.1,80.59,11.94,NA,NA,NA,NA
"DNK2015F","EUR","DNK",2015,"FMLE",20.3,82.35,10.07,NA,NA,NA,NA
"DNK2015M","EUR","DNK",2015,"MLE",21.9,78.8,13.79,NA,NA,NA,NA
"DNK2018B","EUR","DNK",2018,"BTSX",18.1,NA,11.33,NA,NA,"44.5","0.74"
"DNK2018F","EUR","DNK",2018,"FMLE",18.4,NA,9.52,NA,NA,NA,NA
"DNK2018M","EUR","DNK",2018,"MLE",19.4,NA,13.15,NA,NA,NA,NA
"DNK2019B","EUR","DNK",2019,"BTSX",18.1,81.32,10.77,NA,NA,NA,NA
"DNK2019F","EUR","DNK",2019,"FMLE",17.8,83.02,9,NA,NA,NA,NA
"DNK2019M","EUR","DNK",2019,"MLE",18.4,79.59,12.56,NA,NA,NA,NA
"DNK2020B","EUR","DNK",2020,"BTSX",17.5,NA,NA,"40","61","61","0.78"
"DNK2020F","EUR","DNK",2020,"FMLE",17.1,NA,NA,NA,NA,NA,NA
"DNK2020M","EUR","DNK",2020,"MLE",17.8,NA,NA,NA,NA,NA,NA
"DNK2023B","EUR","DNK",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA
"DNK2023F","EUR","DNK",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA
"DNK2023M","EUR","DNK",2023,"MLE",NA,NA,NA,NA,NA,NA,NA
"DNK2025B","EUR","DNK",2025,"BTSX",14.4,NA,NA,NA,NA,NA,NA
"DNK2025F","EUR","DNK",2025,"FMLE",14.4,NA,NA,NA,NA,NA,NA
"DNK2025M","EUR","DNK",2025,"MLE",14.4,NA,NA,NA,NA,NA,NA
"ESP2000B","EUR","ESP",2000,"BTSX",36.8,79.08,13.69,NA,NA,NA,NA
"ESP2000F","EUR","ESP",2000,"FMLE",29,82.48,8.21,NA,NA,NA,NA
"ESP2000M","EUR","ESP",2000,"MLE",44.5,75.69,19.33,NA,NA,NA,NA
"ESP2005B","EUR","ESP",2005,"BTSX",34.3,NA,12.4,NA,NA,NA,NA
"ESP2005F","EUR","ESP",2005,"FMLE",28.5,NA,7.41,NA,NA,NA,NA
"ESP2005M","EUR","ESP",2005,"MLE",40.1,NA,17.51,NA,NA,NA,NA
"ESP2010B","EUR","ESP",2010,"BTSX",31.9,81.69,11.05,NA,NA,"3.4","0.78"
"ESP2010F","EUR","ESP",2010,"FMLE",27.9,84.58,6.75,NA,NA,NA,NA
"ESP2010M","EUR","ESP",2010,"MLE",35.8,78.76,15.41,NA,NA,NA,NA
"ESP2015B","EUR","ESP",2015,"BTSX",29.7,82.33,10.26,NA,NA,NA,NA
"ESP2015F","EUR","ESP",2015,"FMLE",27.3,84.94,6.57,NA,NA,NA,NA
"ESP2015M","EUR","ESP",2015,"MLE",32,79.66,14.02,NA,NA,NA,NA
"ESP2018B","EUR","ESP",2018,"BTSX",28.1,NA,9.75,NA,NA,"5","0.78"
"ESP2018F","EUR","ESP",2018,"FMLE",27,NA,6.49,NA,NA,NA,NA
"ESP2018M","EUR","ESP",2018,"MLE",30,NA,13.11,NA,NA,NA,NA
"ESP2019B","EUR","ESP",2019,"BTSX",28.1,83.22,9.61,NA,NA,NA,NA
"ESP2019F","EUR","ESP",2019,"FMLE",26.9,85.68,6.47,NA,NA,NA,NA
"ESP2019M","EUR","ESP",2019,"MLE",29.3,80.68,12.83,NA,NA,NA,NA
"ESP2020B","EUR","ESP",2020,"BTSX",27.7,NA,NA,"3.95","5","5","0.78"
"ESP2020F","EUR","ESP",2020,"FMLE",26.7,NA,NA,NA,NA,NA,NA
"ESP2020M","EUR","ESP",2020,"MLE",28.6,NA,NA,NA,NA,NA,NA
"ESP2023B","EUR","ESP",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA
"ESP2023F","EUR","ESP",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA
"ESP2023M","EUR","ESP",2023,"MLE",NA,NA,NA,NA,NA,NA,NA
"ESP2025B","EUR","ESP",2025,"BTSX",25.9,NA,NA,NA,NA,NA,NA
"ESP2025F","EUR","ESP",2025,"FMLE",26.3,NA,NA,NA,NA,NA,NA
"ESP2025M","EUR","ESP",2025,"MLE",25.4,NA,NA,NA,NA,NA,NA
"EST2000B","EUR","EST",2000,"BTSX",46,70.94,27.05,NA,NA,NA,NA
"EST2000F","EUR","EST",2000,"FMLE",30.1,76.17,17.65,NA,NA,NA,NA
"EST2000M","EUR","EST",2000,"MLE",61.9,65.6,38.19,NA,NA,NA,NA
"EST2005B","EUR","EST",2005,"BTSX",41.6,NA,23.67,NA,NA,NA,NA
"EST2005F","EUR","EST",2005,"FMLE",28.2,NA,14.11,NA,NA,NA,NA
"EST2005M","EUR","EST",2005,"MLE",54.9,NA,35.11,NA,NA,NA,NA
"EST2010B","EUR","EST",2010,"BTSX",37.2,75.87,19.85,NA,NA,"31.91","0.83"
"EST2010F","EUR","EST",2010,"FMLE",26.4,80.45,12.25,NA,NA,NA,NA
"EST2010M","EUR","EST",2010,"MLE",47.9,70.86,29.04,NA,NA,NA,NA
"EST2015B","EUR","EST",2015,"BTSX",33.3,77.6,17.06,NA,NA,NA,NA
"EST2015F","EUR","EST",2015,"FMLE",24.7,81.71,10.45,NA,NA,NA,NA
"EST2015M","EUR","EST",2015,"MLE",41.8,73.03,25.01,NA,NA,NA,NA
"EST2018B","EUR","EST",2018,"BTSX",30.5,NA,16.62,NA,NA,"3.5","0.86"
"EST2018F","EUR","EST",2018,"FMLE",23.7,NA,9.93,NA,NA,NA,NA
"EST2018M","EUR","EST",2018,"MLE",38.5,NA,24.4,NA,NA,NA,NA
"EST2019B","EUR","EST",2019,"BTSX",30.5,78.88,14.9,NA,NA,NA,NA
"EST2019F","EUR","EST",2019,"FMLE",23.5,82.6,8.84,NA,NA,NA,NA
"EST2019M","EUR","EST",2019,"MLE",37.4,74.7,22.1,NA,NA,NA,NA
"EST2020B","EUR","EST",2020,"BTSX",29.7,NA,NA,"3.75","5.2","4","0.88"
"EST2020F","EUR","EST",2020,"FMLE",23,NA,NA,NA,NA,NA,NA
"EST2020M","EUR","EST",2020,"MLE",36.3,NA,NA,NA,NA,NA,NA
"EST2023B","EUR","EST",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA
"EST2023F","EUR","EST",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA
"EST2023M","EUR","EST",2023,"MLE",NA,NA,NA,NA,NA,NA,NA
"EST2025B","EUR","EST",2025,"BTSX",26.9,NA,NA,NA,NA,NA,NA
"EST2025F","EUR","EST",2025,"FMLE",21.7,NA,NA,NA,NA,NA,NA
"EST2025M","EUR","EST",2025,"MLE",32,NA,NA,NA,NA,NA,NA
"FIN2000B","EUR","FIN",2000,"BTSX",35.7,77.6,14.68,NA,NA,NA,NA
"FIN2000F","EUR","FIN",2000,"FMLE",24.7,80.91,9.73,NA,NA,NA,NA
"FIN2000M","EUR","FIN",2000,"MLE",46.7,74.13,19.8,NA,NA,NA,NA
"FIN2005B","EUR","FIN",2005,"BTSX",31.4,NA,12.97,NA,NA,NA,NA
"FIN2005F","EUR","FIN",2005,"FMLE",22.2,NA,8.45,NA,NA,NA,NA
"FIN2005M","EUR","FIN",2005,"MLE",40.5,NA,17.58,NA,NA,NA,NA
"FIN2010B","EUR","FIN",2010,"BTSX",27.8,79.88,11.98,NA,NA,"4.32","0.79"
"FIN2010F","EUR","FIN",2010,"FMLE",20.1,83.04,8,NA,NA,NA,NA
"FIN2010M","EUR","FIN",2010,"MLE",35.5,76.68,16,NA,NA,NA,NA
"FIN2015B","EUR","FIN",2015,"BTSX",24.5,81.21,10.6,NA,NA,NA,NA
"FIN2015F","EUR","FIN",2015,"FMLE",18,83.85,7.28,NA,NA,NA,NA
"FIN2015M","EUR","FIN",2015,"MLE",30.9,78.53,13.95,NA,NA,NA,NA
"FIN2018B","EUR","FIN",2018,"BTSX",22.2,NA,9.99,NA,NA,"7.22","0.87"
"FIN2018F","EUR","FIN",2018,"FMLE",17,NA,7,NA,NA,NA,NA
"FIN2018M","EUR","FIN",2018,"MLE",28.3,NA,13.03,NA,NA,NA,NA
"FIN2019B","EUR","FIN",2019,"BTSX",22.2,81.61,9.6,NA,NA,NA,NA
"FIN2019F","EUR","FIN",2019,"FMLE",16.6,84.04,6.85,NA,NA,NA,NA
"FIN2019M","EUR","FIN",2019,"MLE",27.7,79.16,12.41,NA,NA,NA,NA
"FIN2020B","EUR","FIN",2020,"BTSX",21.6,NA,NA,"7.7","8.6","8.65","0.88"
"FIN2020F","EUR","FIN",2020,"FMLE",16.3,NA,NA,NA,NA,NA,NA
"FIN2020M","EUR","FIN",2020,"MLE",26.9,NA,NA,NA,NA,NA,NA
"FIN2023B","EUR","FIN",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA
"FIN2023F","EUR","FIN",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA
"FIN2023M","EUR","FIN",2023,"MLE",NA,NA,NA,NA,NA,NA,NA
"FIN2025B","EUR","FIN",2025,"BTSX",19.1,NA,NA,NA,NA,NA,NA
"FIN2025F","EUR","FIN",2025,"FMLE",14.7,NA,NA,NA,NA,NA,NA
"FIN2025M","EUR","FIN",2025,"MLE",23.5,NA,NA,NA,NA,NA,NA
"FRA2000B","EUR","FRA",2000,"BTSX",34.2,78.91,14.1,NA,NA,NA,NA
"FRA2000F","EUR","FRA",2000,"FMLE",29.8,82.52,8.67,NA,NA,NA,NA
"FRA2000M","EUR","FRA",2000,"MLE",38.5,75.24,19.69,NA,NA,NA,NA
"FRA2005B","EUR","FRA",2005,"BTSX",34.1,NA,12.73,NA,NA,NA,NA
"FRA2005F","EUR","FRA",2005,"FMLE",30.5,NA,8.17,NA,NA,NA,NA
"FRA2005M","EUR","FRA",2005,"MLE",37.7,NA,17.44,NA,NA,NA,NA
"FRA2010B","EUR","FRA",2010,"BTSX",33.8,81.22,11.8,NA,NA,"5.6","0.8"
"FRA2010F","EUR","FRA",2010,"FMLE",30.9,84.34,7.77,NA,NA,NA,NA
"FRA2010M","EUR","FRA",2010,"MLE",36.7,77.96,15.95,NA,NA,NA,NA
"FRA2015B","EUR","FRA",2015,"BTSX",33.7,81.91,11.02,NA,NA,NA,NA
"FRA2015F","EUR","FRA",2015,"FMLE",31.4,84.72,7.46,NA,NA,NA,NA
"FRA2015M","EUR","FRA",2015,"MLE",35.9,78.99,14.72,NA,NA,NA,NA
"FRA2018B","EUR","FRA",2018,"BTSX",33.6,NA,10.69,NA,NA,"8","0.82"
"FRA2018F","EUR","FRA",2018,"FMLE",31.7,NA,7.37,NA,NA,NA,NA
"FRA2018M","EUR","FRA",2018,"MLE",35.3,NA,14.18,NA,NA,NA,NA
"FRA2019B","EUR","FRA",2019,"BTSX",33.6,82.48,10.58,NA,NA,NA,NA
"FRA2019F","EUR","FRA",2019,"FMLE",31.9,85.09,7.33,NA,NA,NA,NA
"FRA2019M","EUR","FRA",2019,"MLE",35.2,79.76,14,NA,NA,NA,NA
"FRA2020B","EUR","FRA",2020,"BTSX",33.4,NA,NA,"8.95","10","10","0.83"
"FRA2020F","EUR","FRA",2020,"FMLE",31.9,NA,NA,NA,NA,NA,NA
"FRA2020M","EUR","FRA",2020,"MLE",34.9,NA,NA,NA,NA,NA,NA
"FRA2023B","EUR","FRA",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA
"FRA2023F","EUR","FRA",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA
"FRA2023M","EUR","FRA",2023,"MLE",NA,NA,NA,NA,NA,NA,NA
"FRA2025B","EUR","FRA",2025,"BTSX",33.4,NA,NA,NA,NA,NA,NA
"FRA2025F","EUR","FRA",2025,"FMLE",32.5,NA,NA,NA,NA,NA,NA
"FRA2025M","EUR","FRA",2025,"MLE",34.2,NA,NA,NA,NA,NA,NA
"GBR2000B","EUR","GBR",2000,"BTSX",37.9,77.85,16.46,NA,NA,NA,NA
"GBR2000F","EUR","GBR",2000,"FMLE",36.5,80.09,12.96,NA,NA,NA,NA
"GBR2000M","EUR","GBR",2000,"MLE",39.2,75.49,20.01,NA,NA,NA,NA
"GBR2005B","EUR","GBR",2005,"BTSX",30.1,NA,14.17,NA,NA,NA,NA
"GBR2005F","EUR","GBR",2005,"FMLE",28.3,NA,11.32,NA,NA,NA,NA
"GBR2005M","EUR","GBR",2005,"MLE",31.9,NA,17.09,NA,NA,NA,NA
"GBR2010B","EUR","GBR",2010,"BTSX",24.1,80.25,12.44,NA,NA,"6.29","0.77"
"GBR2010F","EUR","GBR",2010,"FMLE",22.2,82.09,9.97,NA,NA,NA,NA
"GBR2010M","EUR","GBR",2010,"MLE",25.9,78.34,14.93,NA,NA,NA,NA
"GBR2015B","EUR","GBR",2015,"BTSX",19.3,80.65,11.33,NA,NA,NA,NA
"GBR2015F","EUR","GBR",2015,"FMLE",17.4,82.34,9.26,NA,NA,NA,NA
"GBR2015M","EUR","GBR",2015,"MLE",21.2,78.93,13.42,NA,NA,NA,NA
"GBR2018B","EUR","GBR",2018,"BTSX",16.1,NA,10.53,NA,NA,"9.4","0.79"
"GBR2018F","EUR","GBR",2018,"FMLE",15,NA,8.7,NA,NA,NA,NA
"GBR2018M","EUR","GBR",2018,"MLE",18.7,NA,12.39,NA,NA,NA,NA
"GBR2019B","EUR","GBR",2019,"BTSX",16.1,81.4,10.3,NA,NA,NA,NA
"GBR2019F","EUR","GBR",2019,"FMLE",14.2,82.99,8.53,NA,NA,NA,NA
"GBR2019M","EUR","GBR",2019,"MLE",17.9,79.79,12.1,NA,NA,NA,NA
"GBR2020B","EUR","GBR",2020,"BTSX",15.4,NA,NA,"9.3","13.1","10.3","0.79"
"GBR2020F","EUR","GBR",2020,"FMLE",13.5,NA,NA,NA,NA,NA,NA
"GBR2020M","EUR","GBR",2020,"MLE",17.3,NA,NA,NA,NA,NA,NA
"GBR2023B","EUR","GBR",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA
"GBR2023F","EUR","GBR",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA
"GBR2023M","EUR","GBR",2023,"MLE",NA,NA,NA,NA,NA,NA,NA
"GBR2025B","EUR","GBR",2025,"BTSX",12.4,NA,NA,NA,NA,NA,NA
"GBR2025F","EUR","GBR",2025,"FMLE",10.6,NA,NA,NA,NA,NA,NA
"GBR2025M","EUR","GBR",2025,"MLE",14.1,NA,NA,NA,NA,NA,NA
"GEO2000B","EUR","GEO",2000,"BTSX",32.8,69.41,29.98,NA,NA,NA,NA
"GEO2000F","EUR","GEO",2000,"FMLE",5.4,73.14,21.3,NA,NA,NA,NA
"GEO2000M","EUR","GEO",2000,"MLE",60.2,65.58,39.55,NA,NA,NA,NA
"GEO2005B","EUR","GEO",2005,"BTSX",32.6,NA,26.57,NA,NA,NA,NA
"GEO2005F","EUR","GEO",2005,"FMLE",5.8,NA,19.21,NA,NA,NA,NA
"GEO2005M","EUR","GEO",2005,"MLE",59.3,NA,34.94,NA,NA,NA,NA
"GEO2010B","EUR","GEO",2010,"BTSX",32.2,71.87,27.07,NA,NA,"1.8","0.49"
"GEO2010F","EUR","GEO",2010,"FMLE",6.2,76.3,18.11,NA,NA,NA,NA
"GEO2010M","EUR","GEO",2010,"MLE",58.1,67.44,37.05,NA,NA,NA,NA
"GEO2015B","EUR","GEO",2015,"BTSX",32,72.58,25.48,NA,NA,NA,NA
"GEO2015F","EUR","GEO",2015,"FMLE",6.6,76.93,16.5,NA,NA,NA,NA
"GEO2015M","EUR","GEO",2015,"MLE",57.3,68.24,35.46,NA,NA,NA,NA
"GEO2018B","EUR","GEO",2018,"BTSX",31.7,NA,24.75,NA,NA,"3.7","0.71"
"GEO2018F","EUR","GEO",2018,"FMLE",6.9,NA,15.22,NA,NA,NA,NA
"GEO2018M","EUR","GEO",2018,"MLE",56.7,NA,35.32,NA,NA,NA,NA
"GEO2019B","EUR","GEO",2019,"BTSX",31.7,73.28,24.89,NA,NA,NA,NA
"GEO2019F","EUR","GEO",2019,"FMLE",7,77.76,15.25,NA,NA,NA,NA
"GEO2019M","EUR","GEO",2019,"MLE",56.3,68.79,35.55,NA,NA,NA,NA
"GEO2020B","EUR","GEO",2020,"BTSX",31.7,NA,NA,"2.5","6.5","5","0.81"
"GEO2020F","EUR","GEO",2020,"FMLE",7.1,NA,NA,NA,NA,NA,NA
"GEO2020M","EUR","GEO",2020,"MLE",56.3,NA,NA,NA,NA,NA,NA
"GEO2023B","EUR","GEO",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA
"GEO2023F","EUR","GEO",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA
"GEO2023M","EUR","GEO",2023,"MLE",NA,NA,NA,NA,NA,NA,NA
"GEO2025B","EUR","GEO",2025,"BTSX",31.5,NA,NA,NA,NA,NA,NA
"GEO2025F","EUR","GEO",2025,"FMLE",7.6,NA,NA,NA,NA,NA,NA
"GEO2025M","EUR","GEO",2025,"MLE",55.3,NA,NA,NA,NA,NA,NA
"GRC2000B","EUR","GRC",2000,"BTSX",54.9,78.17,14.93,NA,NA,NA,NA
"GRC2000F","EUR","GRC",2000,"FMLE",43.8,80.89,9.6,NA,NA,NA,NA
"GRC2000M","EUR","GRC",2000,"MLE",65.9,75.51,20.46,NA,NA,NA,NA
"GRC2005B","EUR","GRC",2005,"BTSX",48.5,NA,13.65,NA,NA,NA,NA
"GRC2005F","EUR","GRC",2005,"FMLE",40,NA,8.72,NA,NA,NA,NA
"GRC2005M","EUR","GRC",2005,"MLE",57,NA,18.59,NA,NA,NA,NA
"GRC2010B","EUR","GRC",2010,"BTSX",42.9,80.1,13.45,NA,NA,"3.2","0.86"
"GRC2010F","EUR","GRC",2010,"FMLE",36.7,82.71,8.76,NA,NA,NA,NA
"GRC2010M","EUR","GRC",2010,"MLE",49.1,77.52,18.2,NA,NA,NA,NA
"GRC2015B","EUR","GRC",2015,"BTSX",37.9,80.38,13.05,NA,NA,NA,NA
"GRC2015F","EUR","GRC",2015,"FMLE",33.5,82.94,8.11,NA,NA,NA,NA
"GRC2015M","EUR","GRC",2015,"MLE",42.3,77.85,18.17,NA,NA,NA,NA
"GRC2018B","EUR","GRC",2018,"BTSX",34.5,NA,12.56,NA,NA,"4.6","0.81"
"GRC2018F","EUR","GRC",2018,"FMLE",31.9,NA,8.01,NA,NA,NA,NA
"GRC2018M","EUR","GRC",2018,"MLE",38.8,NA,17.35,NA,NA,NA,NA
"GRC2019B","EUR","GRC",2019,"BTSX",34.5,81.1,12.48,NA,NA,NA,NA
"GRC2019F","EUR","GRC",2019,"FMLE",31.2,83.57,7.97,NA,NA,NA,NA
"GRC2019M","EUR","GRC",2019,"MLE",37.7,78.64,17.23,NA,NA,NA,NA
"GRC2020B","EUR","GRC",2020,"BTSX",33.5,NA,NA,"3.7","4.65","4.65","0.81"
"GRC2020F","EUR","GRC",2020,"FMLE",30.5,NA,NA,NA,NA,NA,NA
"GRC2020M","EUR","GRC",2020,"MLE",36.5,NA,NA,NA,NA,NA,NA
"GRC2023B","EUR","GRC",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA
"GRC2023F","EUR","GRC",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA
"GRC2023M","EUR","GRC",2023,"MLE",NA,NA,NA,NA,NA,NA,NA
"GRC2025B","EUR","GRC",2025,"BTSX",29.8,NA,NA,NA,NA,NA,NA
"GRC2025F","EUR","GRC",2025,"FMLE",28,NA,NA,NA,NA,NA,NA
"GRC2025M","EUR","GRC",2025,"MLE",31.5,NA,NA,NA,NA,NA,NA
"HRV2000B","EUR","HRV",2000,"BTSX",34.4,74.36,22.86,NA,NA,NA,NA
"HRV2000F","EUR","HRV",2000,"FMLE",27.1,77.88,15.39,NA,NA,NA,NA
"HRV2000M","EUR","HRV",2000,"MLE",41.7,70.74,30.81,NA,NA,NA,NA
"HRV2005B","EUR","HRV",2005,"BTSX",34.9,NA,20.69,NA,NA,NA,NA
"HRV2005F","EUR","HRV",2005,"FMLE",29.2,NA,13.19,NA,NA,NA,NA
"HRV2005M","EUR","HRV",2005,"MLE",40.5,NA,28.63,NA,NA,NA,NA
"HRV2010B","EUR","HRV",2010,"BTSX",35.4,76.72,18.8,NA,NA,"18","0.72"
"HRV2010F","EUR","HRV",2010,"FMLE",31.3,79.91,12.41,NA,NA,NA,NA
"HRV2010M","EUR","HRV",2010,"MLE",39.5,73.41,25.61,NA,NA,NA,NA
"HRV2015B","EUR","HRV",2015,"BTSX",36.1,77.58,17.64,NA,NA,NA,NA
"HRV2015F","EUR","HRV",2015,"FMLE",33.7,80.73,11.44,NA,NA,NA,NA
"HRV2015M","EUR","HRV",2015,"MLE",38.5,74.3,24.08,NA,NA,NA,NA
"HRV2018B","EUR","HRV",2018,"BTSX",36.7,NA,16.33,NA,NA,"25","0.79"
"HRV2018F","EUR","HRV",2018,"FMLE",34.9,NA,10.64,NA,NA,NA,NA
"HRV2018M","EUR","HRV",2018,"MLE",38,NA,22.19,NA,NA,NA,NA
"HRV2019B","EUR","HRV",2019,"BTSX",36.7,78.64,16.07,NA,NA,NA,NA
"HRV2019F","EUR","HRV",2019,"FMLE",35.6,81.6,10.52,NA,NA,NA,NA
"HRV2019M","EUR","HRV",2019,"MLE",37.8,75.54,21.8,NA,NA,NA,NA
"HRV2020B","EUR","HRV",2020,"BTSX",36.9,NA,NA,"21","32","25","0.84"
"HRV2020F","EUR","HRV",2020,"FMLE",36.1,NA,NA,NA,NA,NA,NA
"HRV2020M","EUR","HRV",2020,"MLE",37.6,NA,NA,NA,NA,NA,NA
"HRV2023B","EUR","HRV",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA
"HRV2023F","EUR","HRV",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA
"HRV2023M","EUR","HRV",2023,"MLE",NA,NA,NA,NA,NA,NA,NA
"HRV2025B","EUR","HRV",2025,"BTSX",37.8,NA,NA,NA,NA,NA,NA
"HRV2025F","EUR","HRV",2025,"FMLE",38.6,NA,NA,NA,NA,NA,NA
"HRV2025M","EUR","HRV",2025,"MLE",36.9,NA,NA,NA,NA,NA,NA
"HUN2000B","EUR","HUN",2000,"BTSX",37.4,71.34,29.09,NA,NA,NA,NA
"HUN2000F","EUR","HUN",2000,"FMLE",31.6,75.63,19.8,NA,NA,NA,NA
"HUN2000M","EUR","HUN",2000,"MLE",43.1,67.07,39.43,NA,NA,NA,NA
"HUN2005B","EUR","HUN",2005,"BTSX",35.9,NA,26.7,NA,NA,NA,NA
"HUN2005F","EUR","HUN",2005,"FMLE",30.5,NA,17.75,NA,NA,NA,NA
"HUN2005M","EUR","HUN",2005,"MLE",41.3,NA,36.69,NA,NA,NA,NA
"HUN2010B","EUR","HUN",2010,"BTSX",34.6,74.58,24.53,NA,NA,"610.5","0.79"
"HUN2010F","EUR","HUN",2010,"FMLE",29.7,78.35,16.39,NA,NA,NA,NA
"HUN2010M","EUR","HUN",2010,"MLE",39.4,70.63,33.52,NA,NA,NA,NA
"HUN2015B","EUR","HUN",2015,"BTSX",33.2,75.57,23.21,NA,NA,NA,NA
"HUN2015F","EUR","HUN",2015,"FMLE",28.7,78.73,16.48,NA,NA,NA,NA
"HUN2015M","EUR","HUN",2015,"MLE",37.6,72.16,30.73,NA,NA,NA,NA
"HUN2018B","EUR","HUN",2018,"BTSX",32.2,NA,22.73,NA,NA,"1245","0.72"
"HUN2018F","EUR","HUN",2018,"FMLE",28,NA,15.69,NA,NA,NA,NA
"HUN2018M","EUR","HUN",2018,"MLE",36.5,NA,30.5,NA,NA,NA,NA
"HUN2019B","EUR","HUN",2019,"BTSX",32.2,76.44,22.13,NA,NA,NA,NA
"HUN2019F","EUR","HUN",2019,"FMLE",28,79.59,15.17,NA,NA,NA,NA
"HUN2019M","EUR","HUN",2019,"MLE",36.4,73.09,29.8,NA,NA,NA,NA
"HUN2020B","EUR","HUN",2020,"BTSX",31.8,NA,NA,"999","1485","1485","0.73"
"HUN2020F","EUR","HUN",2020,"FMLE",27.8,NA,NA,NA,NA,NA,NA
"HUN2020M","EUR","HUN",2020,"MLE",35.8,NA,NA,NA,NA,NA,NA
"HUN2023B","EUR","HUN",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA
"HUN2023F","EUR","HUN",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA
"HUN2023M","EUR","HUN",2023,"MLE",NA,NA,NA,NA,NA,NA,NA
"HUN2025B","EUR","HUN",2025,"BTSX",30.7,NA,NA,NA,NA,NA,NA
"HUN2025F","EUR","HUN",2025,"FMLE",27,NA,NA,NA,NA,NA,NA
"HUN2025M","EUR","HUN",2025,"MLE",34.3,NA,NA,NA,NA,NA,NA
"IRL2000B","EUR","IRL",2000,"BTSX",35.6,76.41,17.7,NA,NA,NA,NA
"IRL2000F","EUR","IRL",2000,"FMLE",35.9,79.02,13.56,NA,NA,NA,NA
"IRL2000M","EUR","IRL",2000,"MLE",35.2,73.84,21.65,NA,NA,NA,NA
"IRL2005B","EUR","IRL",2005,"BTSX",31.2,NA,13.86,NA,NA,NA,NA
"IRL2005F","EUR","IRL",2005,"FMLE",30.9,NA,11.05,NA,NA,NA,NA
"IRL2005M","EUR","IRL",2005,"MLE",31.5,NA,16.6,NA,NA,NA,NA
"IRL2010B","EUR","IRL",2010,"BTSX",27.1,80.41,11.35,NA,NA,"8.55","0.79"
"IRL2010F","EUR","IRL",2010,"FMLE",26.1,82.44,9.13,NA,NA,NA,NA
"IRL2010M","EUR","IRL",2010,"MLE",28.1,78.33,13.54,NA,NA,NA,NA
"IRL2015B","EUR","IRL",2015,"BTSX",23.8,81.14,10.61,NA,NA,NA,NA
"IRL2015F","EUR","IRL",2015,"FMLE",22.3,82.93,8.66,NA,NA,NA,NA
"IRL2015M","EUR","IRL",2015,"MLE",25.2,79.33,12.58,NA,NA,NA,NA
"IRL2018B","EUR","IRL",2018,"BTSX",21.4,NA,9.91,NA,NA,"12.2","0.78"
"IRL2018F","EUR","IRL",2018,"FMLE",20.3,NA,8.26,NA,NA,NA,NA
"IRL2018M","EUR","IRL",2018,"MLE",23.7,NA,11.57,NA,NA,NA,NA
"IRL2019B","EUR","IRL",2019,"BTSX",21.4,81.84,9.66,NA,NA,NA,NA
"IRL2019F","EUR","IRL",2019,"FMLE",19.7,83.48,8.1,NA,NA,NA,NA
"IRL2019M","EUR","IRL",2019,"MLE",23.1,80.2,11.23,NA,NA,NA,NA
"IRL2020B","EUR","IRL",2020,"BTSX",20.8,NA,NA,"11.1","13.6","13.5","0.79"
"IRL2020F","EUR","IRL",2020,"FMLE",19,NA,NA,NA,NA,NA,NA
"IRL2020M","EUR","IRL",2020,"MLE",22.5,NA,NA,NA,NA,NA,NA
"IRL2023B","EUR","IRL",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA
"IRL2023F","EUR","IRL",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA
"IRL2023M","EUR","IRL",2023,"MLE",NA,NA,NA,NA,NA,NA,NA
"IRL2025B","EUR","IRL",2025,"BTSX",18.2,NA,NA,NA,NA,NA,NA
"IRL2025F","EUR","IRL",2025,"FMLE",16.1,NA,NA,NA,NA,NA,NA
"IRL2025M","EUR","IRL",2025,"MLE",20.2,NA,NA,NA,NA,NA,NA
"ISL2000B","EUR","ISL",2000,"BTSX",30.2,79.7,13.25,NA,NA,NA,NA
