"ID","ContinentCode","CountryCode","Year","GenderCode","M_Est_tob_curr_std","WHOSIS_000001","NCDMORT3070","R_Price_lowest_cost_estimate","R_Price_premium_estimate","R_Price_mp_estimate","R_total_tax_estimate"
"BDI2000B","AFR","BDI",2000,"BTSX",24,43.78,36.8,NA,NA,NA,NA
"BDI2000F","AFR","BDI",2000,"FMLE",16.4,45.85,35.47,NA,NA,NA,NA
"BDI2000M","AFR","BDI",2000,"MLE",31.5,41.79,38.51,NA,NA,NA,NA
"BDI2005B","AFR","BDI",2005,"BTSX",19.8,NA,31.61,NA,NA,NA,NA
"BDI2005F","AFR","BDI",2005,"FMLE",12.7,NA,30.55,NA,NA,NA,NA
"BDI2005M","AFR","BDI",2005,"MLE",26.9,NA,33.06,NA,NA,NA,NA
"BDI2010B","AFR","BDI",2010,"BTSX",16.6,58.6,27.92,NA,NA,"800","0.56"
"BDI2010F","AFR","BDI",2010,"FMLE",9.9,60.32,26.42,NA,NA,NA,NA
"BDI2010M","AFR","BDI",2010,"MLE",23.3,56.86,29.78,NA,NA,NA,NA
"BDI2015B","AFR","BDI",2015,"BTSX",13.9,62.05,25.82,NA,NA,NA,NA
"BDI2015F","AFR","BDI",2015,"FMLE",7.8,64.26,24.26,NA,NA,NA,NA
"BDI2015M","AFR","BDI",2015,"MLE",20,59.84,27.61,NA,NA,NA,NA
"BDI2018B","AFR","BDI",2018,"BTSX",12.2,NA,25.15,NA,NA,"1600","0.43"
"BDI2018F","AFR","BDI",2018,"FMLE",6.7,NA,23.35,NA,NA,NA,NA
"BDI2018M","AFR","BDI",2018,"MLE",18.4,NA,27.13,NA,NA,NA,NA
"BDI2019B","AFR","BDI",2019,"BTSX",12.2,63.84,24.97,NA,NA,NA,NA
"BDI2019F","AFR","BDI",2019,"FMLE",6.4,66.14,23.22,NA,NA,NA,NA
"BDI2019M","AFR","BDI",2019,"MLE",18,61.55,26.89,NA,NA,NA,NA
"BDI2020B","AFR","BDI",2020,"BTSX",11.8,NA,NA,"2000",NA,"2000","0.37"
"BDI2020F","AFR","BDI",2020,"FMLE",6.1,NA,NA,NA,NA,NA,NA
"BDI2020M","AFR","BDI",2020,"MLE",17.4,NA,NA,NA,NA,NA,NA
"BDI2023B","AFR","BDI",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA
"BDI2023F","AFR","BDI",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA
"BDI2023M","AFR","BDI",2023,"MLE",NA,NA,NA,NA,NA,NA,NA
"BDI2025B","AFR","BDI",2025,"BTSX",9.9,NA,NA,NA,NA,NA,NA
"BDI2025F","AFR","BDI",2025,"FMLE",4.8,NA,NA,NA,NA,NA,NA
"BDI2025M","AFR","BDI",2025,"MLE",15,NA,NA,NA,NA,NA,NA
"BEN2000B","AFR","BEN",2000,"BTSX",16.7,56.59,25.32,NA,NA,NA,NA
"BEN2000F","AFR","BEN",2000,"FMLE",5.1,58.77,22.8,NA,NA,NA,NA
"BEN2000M","AFR","BEN",2000,"MLE",28.3,54.31,28.53,NA,NA,NA,NA
"BEN2005B","AFR","BEN",2005,"BTSX",13.4,NA,24.87,NA,NA,NA,NA
"BEN2005F","AFR","BEN",2005,"FMLE",4,NA,22.29,NA,NA,NA,NA
"BEN2005M","AFR","BEN",2005,"MLE",22.7,NA,28.06,NA,NA,NA,NA
"BEN2010B","AFR","BEN",2010,"BTSX",10.7,60.47,24.12,NA,NA,"500","0.12"
"BEN2010F","AFR","BEN",2010,"FMLE",3.1,62.88,21.78,NA,NA,NA,NA
"BEN2010M","AFR","BEN",2010,"MLE",18.3,58.03,26.97,NA,NA,NA,NA
"BEN2015B","AFR","BEN",2015,"BTSX",8.6,61.96,23.49,NA,NA,NA,NA
"BEN2015F","AFR","BEN",2015,"FMLE",2.4,64.25,21.49,NA,NA,NA,NA
"BEN2015M","AFR","BEN",2015,"MLE",14.7,59.66,25.86,NA,NA,NA,NA
"BEN2018B","AFR","BEN",2018,"BTSX",7.2,NA,22.9,NA,NA,"500","0.05"
"BEN2018F","AFR","BEN",2018,"FMLE",2.1,NA,21.13,NA,NA,NA,NA
"BEN2018M","AFR","BEN",2018,"MLE",12.9,NA,24.9,NA,NA,NA,NA
"BEN2019B","AFR","BEN",2019,"BTSX",7.2,63.43,22.62,NA,NA,NA,NA
"BEN2019F","AFR","BEN",2019,"FMLE",2,65.66,20.95,NA,NA,NA,NA
"BEN2019M","AFR","BEN",2019,"MLE",12.3,61.19,24.49,NA,NA,NA,NA
"BEN2020B","AFR","BEN",2020,"BTSX",6.9,NA,NA,"450","950","500","0.1"
"BEN2020F","AFR","BEN",2020,"FMLE",1.9,NA,NA,NA,NA,NA,NA
"BEN2020M","AFR","BEN",2020,"MLE",11.8,NA,NA,NA,NA,NA,NA
"BEN2023B","AFR","BEN",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA
"BEN2023F","AFR","BEN",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA
"BEN2023M","AFR","BEN",2023,"MLE",NA,NA,NA,NA,NA,NA,NA
"BEN2025B","AFR","BEN",2025,"BTSX",5.5,NA,NA,NA,NA,NA,NA
"BEN2025F","AFR","BEN",2025,"FMLE",1.5,NA,NA,NA,NA,NA,NA
"BEN2025M","AFR","BEN",2025,"MLE",9.4,NA,NA,NA,NA,NA,NA
"BFA2000B","AFR","BFA",2000,"BTSX",29.8,51.64,25.68,NA,NA,NA,NA
"BFA2000F","AFR","BFA",2000,"FMLE",22.7,53.14,24.32,NA,NA,NA,NA
"BFA2000M","AFR","BFA",2000,"MLE",36.9,49.92,27.71,NA,NA,NA,NA
"BFA2005B","AFR","BFA",2005,"BTSX",24.7,NA,25.33,NA,NA,NA,NA
"BFA2005F","AFR","BFA",2005,"FMLE",16.6,NA,23.91,NA,NA,NA,NA
"BFA2005M","AFR","BFA",2005,"MLE",32.8,NA,27.45,NA,NA,NA,NA
"BFA2010B","AFR","BFA",2010,"BTSX",20.5,58.59,25.06,NA,NA,"500","0.32"
"BFA2010F","AFR","BFA",2010,"FMLE",12.2,60.79,22.98,NA,NA,NA,NA
"BFA2010M","AFR","BFA",2010,"MLE",28.7,56.19,27.99,NA,NA,NA,NA
"BFA2015B","AFR","BFA",2015,"BTSX",17,60.92,24.82,NA,NA,NA,NA
"BFA2015F","AFR","BFA",2015,"FMLE",8.8,63.45,22.67,NA,NA,NA,NA
"BFA2015M","AFR","BFA",2015,"MLE",25.2,58.24,27.75,NA,NA,NA,NA
"BFA2018B","AFR","BFA",2018,"BTSX",14.9,NA,24.23,NA,NA,"750","0.42"
"BFA2018F","AFR","BFA",2018,"FMLE",7.3,NA,22.3,NA,NA,NA,NA
"BFA2018M","AFR","BFA",2018,"MLE",23.3,NA,26.82,NA,NA,NA,NA
"BFA2019B","AFR","BFA",2019,"BTSX",14.9,62.7,23.93,NA,NA,NA,NA
"BFA2019F","AFR","BFA",2019,"FMLE",6.9,65.23,22.08,NA,NA,NA,NA
"BFA2019M","AFR","BFA",2019,"MLE",22.8,60.06,26.4,NA,NA,NA,NA
"BFA2020B","AFR","BFA",2020,"BTSX",14.3,NA,NA,"600","900","750","0.44"
"BFA2020F","AFR","BFA",2020,"FMLE",6.4,NA,NA,NA,NA,NA,NA
"BFA2020M","AFR","BFA",2020,"MLE",22.1,NA,NA,NA,NA,NA,NA
"BFA2023B","AFR","BFA",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA
"BFA2023F","AFR","BFA",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA
"BFA2023M","AFR","BFA",2023,"MLE",NA,NA,NA,NA,NA,NA,NA
"BFA2025B","AFR","BFA",2025,"BTSX",12.2,NA,NA,NA,NA,NA,NA
"BFA2025F","AFR","BFA",2025,"FMLE",4.7,NA,NA,NA,NA,NA,NA
"BFA2025M","AFR","BFA",2025,"MLE",19.6,NA,NA,NA,NA,NA,NA
"BWA2000B","AFR","BWA",2000,"BTSX",33.2,45.59,38.37,NA,NA,NA,NA
"BWA2000F","AFR","BWA",2000,"FMLE",27.6,47.77,27.44,NA,NA,NA,NA
"BWA2000M","AFR","BWA",2000,"MLE",38.7,43.9,48.75,NA,NA,NA,NA
"BWA2005B","AFR","BWA",2005,"BTSX",28.5,NA,36.75,NA,NA,NA,NA
"BWA2005F","AFR","BWA",2005,"FMLE",20.4,NA,28.69,NA,NA,NA,NA
"BWA2005M","AFR","BWA",2005,"MLE",36.5,NA,45.21,NA,NA,NA,NA
"BWA2010B","AFR","BWA",2010,"BTSX",24.8,58.14,31.3,NA,NA,"18","0.55"
"BWA2010F","AFR","BWA",2010,"FMLE",15.2,61.36,24.58,NA,NA,NA,NA
"BWA2010M","AFR","BWA",2010,"MLE",34.3,55.14,38.57,NA,NA,NA,NA
"BWA2015B","AFR","BWA",2015,"BTSX",21.7,60.93,29.66,NA,NA,NA,NA
"BWA2015F","AFR","BWA",2015,"FMLE",11.2,63.93,25.2,NA,NA,NA,NA
"BWA2015M","AFR","BWA",2015,"MLE",32.1,57.83,35.12,NA,NA,NA,NA
"BWA2018B","AFR","BWA",2018,"BTSX",19.8,NA,28.19,NA,NA,"38.95","0.5"
"BWA2018F","AFR","BWA",2018,"FMLE",9.3,NA,23.9,NA,NA,NA,NA
"BWA2018M","AFR","BWA",2018,"MLE",30.9,NA,33.69,NA,NA,NA,NA
"BWA2019B","AFR","BWA",2019,"BTSX",19.8,62.25,27.03,NA,NA,NA,NA
"BWA2019F","AFR","BWA",2019,"FMLE",8.9,65.46,22.66,NA,NA,NA,NA
"BWA2019M","AFR","BWA",2019,"MLE",30.7,58.95,32.68,NA,NA,NA,NA
"BWA2020B","AFR","BWA",2020,"BTSX",19.4,NA,NA,NA,"50.95","49.5","0.52"
"BWA2020F","AFR","BWA",2020,"FMLE",8.3,NA,NA,NA,NA,NA,NA
"BWA2020M","AFR","BWA",2020,"MLE",30.4,NA,NA,NA,NA,NA,NA
"BWA2023B","AFR","BWA",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA
"BWA2023F","AFR","BWA",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA
"BWA2023M","AFR","BWA",2023,"MLE",NA,NA,NA,NA,NA,NA,NA
"BWA2025B","AFR","BWA",2025,"BTSX",17.2,NA,NA,NA,NA,NA,NA
"BWA2025F","AFR","BWA",2025,"FMLE",6.1,NA,NA,NA,NA,NA,NA
"BWA2025M","AFR","BWA",2025,"MLE",28.3,NA,NA,NA,NA,NA,NA
"CIV2000B","AFR","CIV",2000,"BTSX",18.7,50.33,28.07,NA,NA,NA,NA
"CIV2000F","AFR","CIV",2000,"FMLE",2.8,52.31,22.9,NA,NA,NA,NA
"CIV2000M","AFR","CIV",2000,"MLE",34.5,48.94,32.03,NA,NA,NA,NA
"CIV2005B","AFR","CIV",2005,"BTSX",15.8,NA,26.43,NA,NA,NA,NA
"CIV2005F","AFR","CIV",2005,"FMLE",2.1,NA,21.99,NA,NA,NA,NA
"CIV2005M","AFR","CIV",2005,"MLE",29.4,NA,29.9,NA,NA,NA,NA
"CIV2010B","AFR","CIV",2010,"BTSX",13.2,56.62,26.05,NA,NA,"700","0.25"
"CIV2010F","AFR","CIV",2010,"FMLE",1.5,58.94,23.22,NA,NA,NA,NA
"CIV2010M","AFR","CIV",2010,"MLE",24.9,54.81,28.3,NA,NA,NA,NA
"CIV2015B","AFR","CIV",2015,"BTSX",11.1,60.2,23.59,NA,NA,NA,NA
"CIV2015F","AFR","CIV",2015,"FMLE",1.1,62.96,20.9,NA,NA,NA,NA
"CIV2015M","AFR","CIV",2015,"MLE",21.1,57.98,25.78,NA,NA,NA,NA
"CIV2018B","AFR","CIV",2018,"BTSX",9.7,NA,22.01,NA,NA,"700","0.33"
"CIV2018F","AFR","CIV",2018,"FMLE",1,NA,19.68,NA,NA,NA,NA
"CIV2018M","AFR","CIV",2018,"MLE",19,NA,23.99,NA,NA,NA,NA
"CIV2019B","AFR","CIV",2019,"BTSX",9.7,62.92,21.71,NA,NA,NA,NA
"CIV2019F","AFR","CIV",2019,"FMLE",0.9,65.81,19.47,NA,NA,NA,NA
"CIV2019M","AFR","CIV",2019,"MLE",18.5,60.53,23.62,NA,NA,NA,NA
"CIV2020B","AFR","CIV",2020,"BTSX",9.4,NA,NA,"650","1000","700","0.35"
"CIV2020F","AFR","CIV",2020,"FMLE",0.9,NA,NA,NA,NA,NA,NA
"CIV2020M","AFR","CIV",2020,"MLE",17.9,NA,NA,NA,NA,NA,NA
"CIV2023B","AFR","CIV",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA
"CIV2023F","AFR","CIV",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA
"CIV2023M","AFR","CIV",2023,"MLE",NA,NA,NA,NA,NA,NA,NA
"CIV2025B","AFR","CIV",2025,"BTSX",7.9,NA,NA,NA,NA,NA,NA
"CIV2025F","AFR","CIV",2025,"FMLE",0.6,NA,NA,NA,NA,NA,NA
"CIV2025M","AFR","CIV",2025,"MLE",15.2,NA,NA,NA,NA,NA,NA
"CMR2000B","AFR","CMR",2000,"BTSX",12.8,52.82,27.98,NA,NA,NA,NA
"CMR2000F","AFR","CMR",2000,"FMLE",4.2,54.35,25.6,NA,NA,NA,NA
"CMR2000M","AFR","CMR",2000,"MLE",21.4,51.34,30.64,NA,NA,NA,NA
"CMR2005B","AFR","CMR",2005,"BTSX",11.2,NA,28.68,NA,NA,NA,NA
"CMR2005F","AFR","CMR",2005,"FMLE",3.2,NA,26.02,NA,NA,NA,NA
"CMR2005M","AFR","CMR",2005,"MLE",19.1,NA,31.62,NA,NA,NA,NA
"CMR2010B","AFR","CMR",2010,"BTSX",9.7,56.58,27.35,NA,NA,"500","0.31"
"CMR2010F","AFR","CMR",2010,"FMLE",2.4,58.09,24.84,NA,NA,NA,NA
"CMR2010M","AFR","CMR",2010,"MLE",16.9,55.09,30.12,NA,NA,NA,NA
"CMR2015B","AFR","CMR",2015,"BTSX",8.4,59.11,25.55,NA,NA,NA,NA
"CMR2015F","AFR","CMR",2015,"FMLE",1.9,60.99,23.7,NA,NA,NA,NA
"CMR2015M","AFR","CMR",2015,"MLE",14.9,57.29,27.62,NA,NA,NA,NA
"CMR2018B","AFR","CMR",2018,"BTSX",7.5,NA,24.1,NA,NA,"600","0.42"
"CMR2018F","AFR","CMR",2018,"FMLE",1.6,NA,22.37,NA,NA,NA,NA
"CMR2018M","AFR","CMR",2018,"MLE",13.9,NA,26.01,NA,NA,NA,NA
"CMR2019B","AFR","CMR",2019,"BTSX",7.5,62.36,23.92,NA,NA,NA,NA
"CMR2019F","AFR","CMR",2019,"FMLE",1.5,64.5,22.32,NA,NA,NA,NA
"CMR2019M","AFR","CMR",2019,"MLE",13.5,60.29,25.69,NA,NA,NA,NA
"CMR2020B","AFR","CMR",2020,"BTSX",7.3,NA,NA,"500","1000","700","0.43"
"CMR2020F","AFR","CMR",2020,"FMLE",1.4,NA,NA,NA,NA,NA,NA
"CMR2020M","AFR","CMR",2020,"MLE",13.2,NA,NA,NA,NA,NA,NA
"CMR2023B","AFR","CMR",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA
"CMR2023F","AFR","CMR",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA
"CMR2023M","AFR","CMR",2023,"MLE",NA,NA,NA,NA,NA,NA,NA
"CMR2025B","AFR","CMR",2025,"BTSX",6.4,NA,NA,NA,NA,NA,NA
"CMR2025F","AFR","CMR",2025,"FMLE",1.1,NA,NA,NA,NA,NA,NA
"CMR2025M","AFR","CMR",2025,"MLE",11.7,NA,NA,NA,NA,NA,NA
"COD2000B","AFR","COD",2000,"BTSX",18.8,52.44,27.99,NA,NA,NA,NA
"COD2000F","AFR","COD",2000,"FMLE",8,54.49,24.9,NA,NA,NA,NA
"COD2000M","AFR","COD",2000,"MLE",29.6,50.46,31.46,NA,NA,NA,NA
"COD2005B","AFR","COD",2005,"BTSX",16.9,NA,27.46,NA,NA,NA,NA
"COD2005F","AFR","COD",2005,"FMLE",6.2,NA,25.43,NA,NA,NA,NA
"COD2005M","AFR","COD",2005,"MLE",27.5,NA,29.74,NA,NA,NA,NA
"COD2010B","AFR","COD",2010,"BTSX",15.4,57.51,26.69,NA,NA,"700","0.28"
"COD2010F","AFR","COD",2010,"FMLE",4.8,59.42,24.75,NA,NA,NA,NA
"COD2010M","AFR","COD",2010,"MLE",26,55.65,28.82,NA,NA,NA,NA
"COD2015B","AFR","COD",2015,"BTSX",14,60.44,24.26,NA,NA,NA,NA
"COD2015F","AFR","COD",2015,"FMLE",3.8,62.73,22.46,NA,NA,NA,NA
"COD2015M","AFR","COD",2015,"MLE",24.2,58.25,26.22,NA,NA,NA,NA
"COD2018B","AFR","COD",2018,"BTSX",13,NA,24.08,NA,NA,"1250","0.39"
"COD2018F","AFR","COD",2018,"FMLE",3.2,NA,22.21,NA,NA,NA,NA
"COD2018M","AFR","COD",2018,"MLE",23.2,NA,26.09,NA,NA,NA,NA
"COD2019B","AFR","COD",2019,"BTSX",13,62.35,24.05,NA,NA,NA,NA
"COD2019F","AFR","COD",2019,"FMLE",3.1,64.82,22.24,NA,NA,NA,NA
"COD2019M","AFR","COD",2019,"MLE",22.9,60,25.98,NA,NA,NA,NA
"COD2020B","AFR","COD",2020,"BTSX",12.8,NA,NA,"1000","2500","1000","0.52"
"COD2020F","AFR","COD",2020,"FMLE",2.9,NA,NA,NA,NA,NA,NA
"COD2020M","AFR","COD",2020,"MLE",22.7,NA,NA,NA,NA,NA,NA
"COD2023B","AFR","COD",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA
"COD2023F","AFR","COD",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA
"COD2023M","AFR","COD",2023,"MLE",NA,NA,NA,NA,NA,NA,NA
"COD2025B","AFR","COD",2025,"BTSX",11.7,NA,NA,NA,NA,NA,NA
"COD2025F","AFR","COD",2025,"FMLE",2.3,NA,NA,NA,NA,NA,NA
"COD2025M","AFR","COD",2025,"MLE",21.1,NA,NA,NA,NA,NA,NA
"COG2000B","AFR","COG",2000,"BTSX",11.9,52.12,35.68,NA,NA,NA,NA
"COG2000F","AFR","COG",2000,"FMLE",5.6,52.58,34.64,NA,NA,NA,NA
"COG2000M","AFR","COG",2000,"MLE",18.2,51.54,37.11,NA,NA,NA,NA
"COG2005B","AFR","COG",2005,"BTSX",12.2,NA,29.78,NA,NA,NA,NA
"COG2005F","AFR","COG",2005,"FMLE",4.4,NA,30.62,NA,NA,NA,NA
"COG2005M","AFR","COG",2005,"MLE",19.9,NA,28.88,NA,NA,NA,NA
"COG2010B","AFR","COG",2010,"BTSX",12.8,60.95,27.57,NA,NA,"500","0.32"
"COG2010F","AFR","COG",2010,"FMLE",3.4,60.85,28.77,NA,NA,NA,NA
"COG2010M","AFR","COG",2010,"MLE",22.2,60.99,26.28,NA,NA,NA,NA
"COG2015B","AFR","COG",2015,"BTSX",13.5,63.11,24.6,NA,NA,NA,NA
"COG2015F","AFR","COG",2015,"FMLE",2.7,63.59,25.45,NA,NA,NA,NA
"COG2015M","AFR","COG",2015,"MLE",24.3,62.56,23.74,NA,NA,NA,NA
"COG2018B","AFR","COG",2018,"BTSX",14.3,NA,23.05,NA,NA,"650","0.37"
"COG2018F","AFR","COG",2018,"FMLE",2.3,NA,23.27,NA,NA,NA,NA
"COG2018M","AFR","COG",2018,"MLE",25.8,NA,22.89,NA,NA,NA,NA
"COG2019B","AFR","COG",2019,"BTSX",14.3,64.74,22.6,NA,NA,NA,NA
"COG2019F","AFR","COG",2019,"FMLE",2.2,65.61,22.32,NA,NA,NA,NA
"COG2019M","AFR","COG",2019,"MLE",26.4,63.81,22.96,NA,NA,NA,NA
"COG2020B","AFR","COG",2020,"BTSX",14.5,NA,NA,"500","1000","750","0.27"
"COG2020F","AFR","COG",2020,"FMLE",2.1,NA,NA,NA,NA,NA,NA
"COG2020M","AFR","COG",2020,"MLE",26.8,NA,NA,NA,NA,NA,NA
"COG2023B","AFR","COG",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA
"COG2023F","AFR","COG",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA
"COG2023M","AFR","COG",2023,"MLE",NA,NA,NA,NA,NA,NA,NA
"COG2025B","AFR","COG",2025,"BTSX",15.8,NA,NA,NA,NA,NA,NA
"COG2025F","AFR","COG",2025,"FMLE",1.7,NA,NA,NA,NA,NA,NA
"COG2025M","AFR","COG",2025,"MLE",29.9,NA,NA,NA,NA,NA,NA
"COM2000B","AFR","COM",2000,"BTSX",39.5,61.51,25.28,NA,NA,NA,NA
"COM2000F","AFR","COM",2000,"FMLE",37.9,62.86,24.96,NA,NA,NA,NA
"COM2000M","AFR","COM",2000,"MLE",41.1,60.15,25.71,NA,NA,NA,NA
"COM2005B","AFR","COM",2005,"BTSX",32.8,NA,22.35,NA,NA,NA,NA
"COM2005F","AFR","COM",2005,"FMLE",27.8,NA,22.6,NA,NA,NA,NA
"COM2005M","AFR","COM",2005,"MLE",37.8,NA,22.13,NA,NA,NA,NA
"COM2010B","AFR","COM",2010,"BTSX",27.7,64.98,21.26,NA,NA,"500","0.51"
"COM2010F","AFR","COM",2010,"FMLE",20.5,66.35,21.35,NA,NA,NA,NA
"COM2010M","AFR","COM",2010,"MLE",34.8,63.6,21.19,NA,NA,NA,NA
"COM2015B","AFR","COM",2015,"BTSX",23.5,66.45,21.36,NA,NA,NA,NA
"COM2015F","AFR","COM",2015,"FMLE",15,67.84,21.35,NA,NA,NA,NA
"COM2015M","AFR","COM",2015,"MLE",32,65.07,21.41,NA,NA,NA,NA
"COM2018B","AFR","COM",2018,"BTSX",20.8,NA,20.75,NA,NA,"400","0.71"
"COM2018F","AFR","COM",2018,"FMLE",12.5,NA,20.71,NA,NA,NA,NA
"COM2018M","AFR","COM",2018,"MLE",30.5,NA,20.82,NA,NA,NA,NA
"COM2019B","AFR","COM",2019,"BTSX",20.8,67.39,20.62,NA,NA,NA,NA
"COM2019F","AFR","COM",2019,"FMLE",11.7,68.88,20.57,NA,NA,NA,NA
"COM2019M","AFR","COM",2019,"MLE",29.9,65.92,20.71,NA,NA,NA,NA
"COM2020B","AFR","COM",2020,"BTSX",20.3,NA,NA,"400","1500","400","0.74"
"COM2020F","AFR","COM",2020,"FMLE",11.1,NA,NA,NA,NA,NA,NA
"COM2020M","AFR","COM",2020,"MLE",29.5,NA,NA,NA,NA,NA,NA
"COM2023B","AFR","COM",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA
"COM2023F","AFR","COM",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA
"COM2023M","AFR","COM",2023,"MLE",NA,NA,NA,NA,NA,NA,NA
"COM2025B","AFR","COM",2025,"BTSX",17.5,NA,NA,NA,NA,NA,NA
"COM2025F","AFR","COM",2025,"FMLE",8.1,NA,NA,NA,NA,NA,NA
"COM2025M","AFR","COM",2025,"MLE",26.9,NA,NA,NA,NA,NA,NA
"CPV2000B","AFR","CPV",2000,"BTSX",20.6,70.97,16.87,NA,NA,NA,NA
"CPV2000F","AFR","CPV",2000,"FMLE",13.3,74.61,13.71,NA,NA,NA,NA
"CPV2000M","AFR","CPV",2000,"MLE",27.9,66.89,21.27,NA,NA,NA,NA
"CPV2005B","AFR","CPV",2005,"BTSX",17.8,NA,16.43,NA,NA,NA,NA
"CPV2005F","AFR","CPV",2005,"FMLE",10.6,NA,12.87,NA,NA,NA,NA
"CPV2005M","AFR","CPV",2005,"MLE",24.9,NA,21.37,NA,NA,NA,NA
"CPV2010B","AFR","CPV",2010,"BTSX",15.2,74.12,14.82,NA,NA,"180","0.1"
"CPV2010F","AFR","CPV",2010,"FMLE",8.4,77.27,12.54,NA,NA,NA,NA
"CPV2010M","AFR","CPV",2010,"MLE",21.9,70.83,17.59,NA,NA,NA,NA
"CPV2015B","AFR","CPV",2015,"BTSX",13.1,74.88,14.83,NA,NA,NA,NA
"CPV2015F","AFR","CPV",2015,"FMLE",6.7,77.59,12.85,NA,NA,NA,NA
"CPV2015M","AFR","CPV",2015,"MLE",19.5,72.18,17.11,NA,NA,NA,NA
"CPV2018B","AFR","CPV",2018,"BTSX",11.7,NA,17.58,NA,NA,"180","0.11"
"CPV2018F","AFR","CPV",2018,"FMLE",5.9,NA,12.83,NA,NA,NA,NA
"CPV2018M","AFR","CPV",2018,"MLE",18.2,NA,23.4,NA,NA,NA,NA
"CPV2019B","AFR","CPV",2019,"BTSX",11.7,74.03,17.44,NA,NA,NA,NA
"CPV2019F","AFR","CPV",2019,"FMLE",5.6,77.94,12.69,NA,NA,NA,NA
"CPV2019M","AFR","CPV",2019,"MLE",17.7,69.9,23.17,NA,NA,NA,NA
"CPV2020B","AFR","CPV",2020,"BTSX",11.4,NA,NA,"135","350","250","0.19"
"CPV2020F","AFR","CPV",2020,"FMLE",5.4,NA,NA,NA,NA,NA,NA
"CPV2020M","AFR","CPV",2020,"MLE",17.3,NA,NA,NA,NA,NA,NA
"CPV2023B","AFR","CPV",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA
"CPV2023F","AFR","CPV",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA
"CPV2023M","AFR","CPV",2023,"MLE",NA,NA,NA,NA,NA,NA,NA
"CPV2025B","AFR","CPV",2025,"BTSX",9.9,NA,NA,NA,NA,NA,NA
"CPV2025F","AFR","CPV",2025,"FMLE",4.3,NA,NA,NA,NA,NA,NA
"CPV2025M","AFR","CPV",2025,"MLE",15.4,NA,NA,NA,NA,NA,NA
"DZA2000B","AFR","DZA",2000,"BTSX",22.2,72.21,17.58,NA,NA,NA,NA
"DZA2000F","AFR","DZA",2000,"FMLE",1.9,73.54,16.23,NA,NA,NA,NA
"DZA2000M","AFR","DZA",2000,"MLE",42.5,70.94,18.95,NA,NA,NA,NA
"DZA2005B","AFR","DZA",2005,"BTSX",21.8,NA,16.55,NA,NA,NA,NA
"DZA2005F","AFR","DZA",2005,"FMLE",1.5,NA,15.3,NA,NA,NA,NA
"DZA2005M","AFR","DZA",2005,"MLE",42.1,NA,17.85,NA,NA,NA,NA
"DZA2010B","AFR","DZA",2010,"BTSX",21.5,75.85,15.2,NA,NA,"85","0.49"
"DZA2010F","AFR","DZA",2010,"FMLE",1.2,76.79,14.21,NA,NA,NA,NA
"DZA2010M","AFR","DZA",2010,"MLE",41.7,74.95,16.2,NA,NA,NA,NA
"DZA2015B","AFR","DZA",2015,"BTSX",21.1,76.54,14.3,NA,NA,NA,NA
"DZA2015F","AFR","DZA",2015,"FMLE",0.9,77.5,13.31,NA,NA,NA,NA
"DZA2015M","AFR","DZA",2015,"MLE",41.2,75.65,15.25,NA,NA,NA,NA
"DZA2018B","AFR","DZA",2018,"BTSX",21,NA,13.91,NA,NA,"300","0.34"
"DZA2018F","AFR","DZA",2018,"FMLE",0.8,NA,12.89,NA,NA,NA,NA
"DZA2018M","AFR","DZA",2018,"MLE",41.2,NA,14.88,NA,NA,NA,NA
"DZA2019B","AFR","DZA",2019,"BTSX",21,77.13,13.86,NA,NA,NA,NA
"DZA2019F","AFR","DZA",2019,"FMLE",0.7,78.12,12.82,NA,NA,NA,NA
"DZA2019M","AFR","DZA",2019,"MLE",41.3,76.23,14.86,NA,NA,NA,NA
"DZA2020B","AFR","DZA",2020,"BTSX",21,NA,NA,"150","300","300","0.35"
"DZA2020F","AFR","DZA",2020,"FMLE",0.7,NA,NA,NA,NA,NA,NA
"DZA2020M","AFR","DZA",2020,"MLE",41.3,NA,NA,NA,NA,NA,NA
"DZA2023B","AFR","DZA",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA
"DZA2023F","AFR","DZA",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA
"DZA2023M","AFR","DZA",2023,"MLE",NA,NA,NA,NA,NA,NA,NA
