"ID","CountryCode","Year","GenderCode","TobaccoPrevalence","LifeExpectancy","Mortality","LowestPricEstTobacco","PremiumPricEstTobacco","MediumPriceEstTobacco","TotalTax","cost_mean","MediumPriceEstTobacco_who","AveragePrev","TobaccoPrevalence_who"
"ALB2001F","ALB",2001,"FMLE",NA,NA,11.02,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2001M","ALB",2001,"MLE",NA,NA,19.63,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2002B","ALB",2002,"BTSX",NA,NA,16.57,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2002F","ALB",2002,"FMLE",NA,NA,12.29,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2002M","ALB",2002,"MLE",NA,NA,20.16,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2003B","ALB",2003,"BTSX",NA,NA,17.28,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2003F","ALB",2003,"FMLE",NA,NA,12.63,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2003M","ALB",2003,"MLE",NA,NA,21.2,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2004B","ALB",2004,"BTSX",NA,NA,16.65,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2004F","ALB",2004,"FMLE",NA,NA,11.97,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2004M","ALB",2004,"MLE",NA,NA,20.62,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2006B","ALB",2006,"BTSX",NA,NA,21.4,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2006F","ALB",2006,"FMLE",NA,NA,17.11,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2006M","ALB",2006,"MLE",NA,NA,25.07,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2007B","ALB",2007,"BTSX",NA,NA,21.22,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2007F","ALB",2007,"FMLE",NA,NA,16.97,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2007M","ALB",2007,"MLE",NA,NA,24.93,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2008B","ALB",2008,"BTSX",NA,NA,20.78,NA,NA,"130","0.5",NA,NA,NA,NA
"ALB2008F","ALB",2008,"FMLE",NA,NA,16.78,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2008M","ALB",2008,"MLE",NA,NA,24.34,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2009B","ALB",2009,"BTSX",NA,NA,20.18,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2009F","ALB",2009,"FMLE",NA,NA,16.85,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2009M","ALB",2009,"MLE",NA,NA,23.2,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2011B","ALB",2011,"BTSX",NA,NA,19.24,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2011F","ALB",2011,"FMLE",NA,NA,19.66,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2011M","ALB",2011,"MLE",NA,NA,18.79,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2012B","ALB",2012,"BTSX",NA,NA,14.39,NA,NA,"170","0.61",NA,NA,NA,NA
"ALB2012F","ALB",2012,"FMLE",NA,NA,10.47,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2012M","ALB",2012,"MLE",NA,NA,18.13,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2013B","ALB",2013,"BTSX",NA,NA,13.83,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2013F","ALB",2013,"FMLE",NA,NA,10.04,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2013M","ALB",2013,"MLE",NA,NA,17.49,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2014B","ALB",2014,"BTSX",NA,NA,13.52,NA,NA,"200","0.64",NA,NA,NA,NA
"ALB2014F","ALB",2014,"FMLE",NA,NA,9.67,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2014M","ALB",2014,"MLE",NA,NA,17.27,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2016B","ALB",2016,"BTSX",NA,NA,12.64,NA,NA,"230","0.66",NA,NA,NA,NA
"ALB2016F","ALB",2016,"FMLE",NA,NA,8.31,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2016M","ALB",2016,"MLE",NA,NA,16.9,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2017B","ALB",2017,"BTSX",NA,NA,12.22,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2017F","ALB",2017,"FMLE",NA,NA,7.48,NA,NA,NA,NA,NA,NA,NA,NA
"ALB2017M","ALB",2017,"MLE",NA,NA,16.87,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2001B","ARM",2001,"BTSX",NA,NA,26.18,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2001F","ARM",2001,"FMLE",NA,NA,19.62,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2001M","ARM",2001,"MLE",NA,NA,33.62,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2002B","ARM",2002,"BTSX",NA,NA,25.95,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2002F","ARM",2002,"FMLE",NA,NA,19.11,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2002M","ARM",2002,"MLE",NA,NA,33.74,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2003B","ARM",2003,"BTSX",NA,NA,25.85,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2003F","ARM",2003,"FMLE",NA,NA,19.22,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2003M","ARM",2003,"MLE",NA,NA,33.49,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2004B","ARM",2004,"BTSX",NA,NA,25.95,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2004F","ARM",2004,"FMLE",NA,NA,19.04,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2004M","ARM",2004,"MLE",NA,NA,33.93,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2006B","ARM",2006,"BTSX",NA,NA,25.64,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2006F","ARM",2006,"FMLE",NA,NA,18.5,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2006M","ARM",2006,"MLE",NA,NA,33.93,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2007B","ARM",2007,"BTSX",NA,NA,25.35,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2007F","ARM",2007,"FMLE",NA,NA,17.98,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2007M","ARM",2007,"MLE",NA,NA,33.9,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2008B","ARM",2008,"BTSX",NA,NA,26.72,NA,NA,"500","0.22",NA,NA,NA,NA
"ARM2008F","ARM",2008,"FMLE",NA,NA,19.1,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2008M","ARM",2008,"MLE",NA,NA,35.58,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2009B","ARM",2009,"BTSX",NA,NA,26.47,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2009F","ARM",2009,"FMLE",NA,NA,18.65,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2009M","ARM",2009,"MLE",NA,NA,35.55,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2011B","ARM",2011,"BTSX",NA,NA,23.54,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2011F","ARM",2011,"FMLE",NA,NA,16.28,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2011M","ARM",2011,"MLE",NA,NA,32.02,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2012B","ARM",2012,"BTSX",NA,NA,23.15,NA,NA,"600","0.25",NA,NA,NA,NA
"ARM2012F","ARM",2012,"FMLE",NA,NA,16.18,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2012M","ARM",2012,"MLE",NA,NA,31.34,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2013B","ARM",2013,"BTSX",NA,NA,22.17,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2013F","ARM",2013,"FMLE",NA,NA,15.31,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2013M","ARM",2013,"MLE",NA,NA,30.27,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2014B","ARM",2014,"BTSX",NA,NA,22,NA,NA,"600","0.33",NA,NA,NA,NA
"ARM2014F","ARM",2014,"FMLE",NA,NA,14.84,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2014M","ARM",2014,"MLE",NA,NA,30.45,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2016B","ARM",2016,"BTSX",NA,NA,21.71,NA,NA,"600","0.35",NA,NA,NA,NA
"ARM2016F","ARM",2016,"FMLE",NA,NA,14.36,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2016M","ARM",2016,"MLE",NA,NA,30.47,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2017B","ARM",2017,"BTSX",NA,NA,21.31,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2017F","ARM",2017,"FMLE",NA,NA,14.05,NA,NA,NA,NA,NA,NA,NA,NA
"ARM2017M","ARM",2017,"MLE",NA,NA,30.03,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2001B","AUT",2001,"BTSX",NA,NA,14.7,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2001F","AUT",2001,"FMLE",NA,NA,10.38,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2001M","AUT",2001,"MLE",NA,NA,19.19,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2002B","AUT",2002,"BTSX",NA,NA,13.92,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2002F","AUT",2002,"FMLE",NA,NA,9.85,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2002M","AUT",2002,"MLE",NA,NA,18.14,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2003B","AUT",2003,"BTSX",NA,NA,13.68,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2003F","AUT",2003,"FMLE",NA,NA,9.74,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2003M","AUT",2003,"MLE",NA,NA,17.79,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2004B","AUT",2004,"BTSX",NA,NA,13.19,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2004F","AUT",2004,"FMLE",NA,NA,9.38,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2004M","AUT",2004,"MLE",NA,NA,17.15,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2006B","AUT",2006,"BTSX",NA,NA,12.53,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2006F","AUT",2006,"FMLE",NA,NA,8.92,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2006M","AUT",2006,"MLE",NA,NA,16.27,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2007B","AUT",2007,"BTSX",NA,NA,12.26,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2007F","AUT",2007,"FMLE",NA,NA,8.73,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2007M","AUT",2007,"MLE",NA,NA,15.92,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2008B","AUT",2008,"BTSX",NA,NA,12.11,NA,NA,"3.6","0.74",NA,NA,NA,NA
"AUT2008F","AUT",2008,"FMLE",NA,NA,8.7,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2008M","AUT",2008,"MLE",NA,NA,15.65,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2009B","AUT",2009,"BTSX",NA,NA,12.38,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2009F","AUT",2009,"FMLE",NA,NA,8.81,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2009M","AUT",2009,"MLE",NA,NA,16.07,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2011B","AUT",2011,"BTSX",NA,NA,12.24,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2011F","AUT",2011,"FMLE",NA,NA,8.84,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2011M","AUT",2011,"MLE",NA,NA,15.78,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2012B","AUT",2012,"BTSX",NA,NA,11.99,NA,NA,"4.5","0.74",NA,NA,NA,NA
"AUT2012F","AUT",2012,"FMLE",NA,NA,8.88,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2012M","AUT",2012,"MLE",NA,NA,15.23,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2013B","AUT",2013,"BTSX",NA,NA,11.84,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2013F","AUT",2013,"FMLE",NA,NA,8.58,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2013M","AUT",2013,"MLE",NA,NA,15.22,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2014B","AUT",2014,"BTSX",NA,NA,11.71,NA,NA,"4.9","0.74",NA,NA,NA,NA
"AUT2014F","AUT",2014,"FMLE",NA,NA,8.71,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2014M","AUT",2014,"MLE",NA,NA,14.84,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2016B","AUT",2016,"BTSX",NA,NA,11.23,NA,NA,"5","0.76",NA,NA,NA,NA
"AUT2016F","AUT",2016,"FMLE",NA,NA,8.35,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2016M","AUT",2016,"MLE",NA,NA,14.23,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2017B","AUT",2017,"BTSX",NA,NA,10.82,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2017F","AUT",2017,"FMLE",NA,NA,8.01,NA,NA,NA,NA,NA,NA,NA,NA
"AUT2017M","AUT",2017,"MLE",NA,NA,13.73,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2001B","AZE",2001,"BTSX",NA,NA,31.93,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2001F","AZE",2001,"FMLE",NA,NA,25.12,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2001M","AZE",2001,"MLE",NA,NA,39.04,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2002B","AZE",2002,"BTSX",NA,NA,31.83,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2002F","AZE",2002,"FMLE",NA,NA,25.01,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2002M","AZE",2002,"MLE",NA,NA,39.01,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2003B","AZE",2003,"BTSX",NA,NA,32.01,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2003F","AZE",2003,"FMLE",NA,NA,25.26,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2003M","AZE",2003,"MLE",NA,NA,39.16,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2004B","AZE",2004,"BTSX",NA,NA,32.06,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2004F","AZE",2004,"FMLE",NA,NA,25.12,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2004M","AZE",2004,"MLE",NA,NA,39.39,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2006B","AZE",2006,"BTSX",NA,NA,31.52,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2006F","AZE",2006,"FMLE",NA,NA,24.31,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2006M","AZE",2006,"MLE",NA,NA,39.12,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2007B","AZE",2007,"BTSX",NA,NA,30.75,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2007F","AZE",2007,"FMLE",NA,NA,23.73,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2007M","AZE",2007,"MLE",NA,NA,38.19,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2008B","AZE",2008,"BTSX",NA,NA,30.66,NA,NA,"0.7","0.21",NA,NA,NA,NA
"AZE2008F","AZE",2008,"FMLE",NA,NA,23.41,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2008M","AZE",2008,"MLE",NA,NA,38.32,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2009B","AZE",2009,"BTSX",NA,NA,30.3,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2009F","AZE",2009,"FMLE",NA,NA,23.09,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2009M","AZE",2009,"MLE",NA,NA,37.92,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2011B","AZE",2011,"BTSX",NA,NA,29.52,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2011F","AZE",2011,"FMLE",NA,NA,22.06,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2011M","AZE",2011,"MLE",NA,NA,37.36,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2012B","AZE",2012,"BTSX",NA,NA,29.28,NA,NA,"1.1","0.19",NA,NA,NA,NA
"AZE2012F","AZE",2012,"FMLE",NA,NA,21.74,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2012M","AZE",2012,"MLE",NA,NA,37.21,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2013B","AZE",2013,"BTSX",NA,NA,28.71,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2013F","AZE",2013,"FMLE",NA,NA,21.3,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2013M","AZE",2013,"MLE",NA,NA,36.51,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2014B","AZE",2014,"BTSX",NA,NA,28.42,NA,NA,"1.4","0.17",NA,NA,NA,NA
"AZE2014F","AZE",2014,"FMLE",NA,NA,21.06,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2014M","AZE",2014,"MLE",NA,NA,36.21,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2016B","AZE",2016,"BTSX",NA,NA,28.23,NA,NA,"2.8","0.18",NA,NA,NA,NA
"AZE2016F","AZE",2016,"FMLE",NA,NA,20.99,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2016M","AZE",2016,"MLE",NA,NA,35.89,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2017B","AZE",2017,"BTSX",NA,NA,28.17,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2017F","AZE",2017,"FMLE",NA,NA,20.89,NA,NA,NA,NA,NA,NA,NA,NA
"AZE2017M","AZE",2017,"MLE",NA,NA,35.85,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2001B","BEL",2001,"BTSX",NA,NA,15.06,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2001F","BEL",2001,"FMLE",NA,NA,10.49,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2001M","BEL",2001,"MLE",NA,NA,19.77,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2002B","BEL",2002,"BTSX",NA,NA,15.02,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2002F","BEL",2002,"FMLE",NA,NA,10.57,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2002M","BEL",2002,"MLE",NA,NA,19.6,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2003B","BEL",2003,"BTSX",NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2003F","BEL",2003,"FMLE",NA,NA,10.34,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2003M","BEL",2003,"MLE",NA,NA,18.78,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2004B","BEL",2004,"BTSX",NA,NA,13.66,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2004F","BEL",2004,"FMLE",NA,NA,9.73,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2004M","BEL",2004,"MLE",NA,NA,17.71,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2006B","BEL",2006,"BTSX",NA,NA,13.4,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2006F","BEL",2006,"FMLE",NA,NA,9.65,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2006M","BEL",2006,"MLE",NA,NA,17.26,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2007B","BEL",2007,"BTSX",NA,NA,13.1,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2007F","BEL",2007,"FMLE",NA,NA,9.56,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2007M","BEL",2007,"MLE",NA,NA,16.75,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2008B","BEL",2008,"BTSX",NA,NA,13.22,NA,NA,"4.16","0.77",NA,NA,NA,NA
"BEL2008F","BEL",2008,"FMLE",NA,NA,9.57,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2008M","BEL",2008,"MLE",NA,NA,16.96,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2009B","BEL",2009,"BTSX",NA,NA,12.84,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2009F","BEL",2009,"FMLE",NA,NA,9.56,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2009M","BEL",2009,"MLE",NA,NA,16.21,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2011B","BEL",2011,"BTSX",NA,NA,12.6,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2011F","BEL",2011,"FMLE",NA,NA,9.52,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2011M","BEL",2011,"MLE",NA,NA,15.77,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2012B","BEL",2012,"BTSX",NA,NA,12.2,NA,NA,"5.26","0.76",NA,NA,NA,NA
"BEL2012F","BEL",2012,"FMLE",NA,NA,9.12,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2012M","BEL",2012,"MLE",NA,NA,15.34,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2013B","BEL",2013,"BTSX",NA,NA,11.89,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2013F","BEL",2013,"FMLE",NA,NA,9.07,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2013M","BEL",2013,"MLE",NA,NA,14.79,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2014B","BEL",2014,"BTSX",NA,NA,11.48,NA,NA,"5.79","0.76",NA,NA,NA,NA
"BEL2014F","BEL",2014,"FMLE",NA,NA,8.71,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2014M","BEL",2014,"MLE",NA,NA,14.32,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2016B","BEL",2016,"BTSX",NA,NA,11.1,NA,NA,"6.32","0.76",NA,NA,NA,NA
"BEL2016F","BEL",2016,"FMLE",NA,NA,8.45,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2016M","BEL",2016,"MLE",NA,NA,13.81,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2017B","BEL",2017,"BTSX",NA,NA,11.01,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2017F","BEL",2017,"FMLE",NA,NA,8.46,NA,NA,NA,NA,NA,NA,NA,NA
"BEL2017M","BEL",2017,"MLE",NA,NA,13.6,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2001B","BGR",2001,"BTSX",NA,NA,28.07,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2001F","BGR",2001,"FMLE",NA,NA,19.57,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2001M","BGR",2001,"MLE",NA,NA,36.73,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2002B","BGR",2002,"BTSX",NA,NA,27.9,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2002F","BGR",2002,"FMLE",NA,NA,19.47,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2002M","BGR",2002,"MLE",NA,NA,36.51,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2003B","BGR",2003,"BTSX",NA,NA,27.91,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2003F","BGR",2003,"FMLE",NA,NA,19.06,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2003M","BGR",2003,"MLE",NA,NA,36.96,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2004B","BGR",2004,"BTSX",NA,NA,27.58,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2004F","BGR",2004,"FMLE",NA,NA,18.75,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2004M","BGR",2004,"MLE",NA,NA,36.64,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2006B","BGR",2006,"BTSX",NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2006F","BGR",2006,"FMLE",NA,NA,18.48,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2006M","BGR",2006,"MLE",NA,NA,36.74,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2007B","BGR",2007,"BTSX",NA,NA,26.57,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2007F","BGR",2007,"FMLE",NA,NA,17.66,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2007M","BGR",2007,"MLE",NA,NA,35.75,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2008B","BGR",2008,"BTSX",NA,NA,25.68,NA,NA,"2.9","0.85",NA,NA,NA,NA
"BGR2008F","BGR",2008,"FMLE",NA,NA,17.2,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2008M","BGR",2008,"MLE",NA,NA,34.48,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2009B","BGR",2009,"BTSX",NA,NA,25.83,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2009F","BGR",2009,"FMLE",NA,NA,17.05,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2009M","BGR",2009,"MLE",NA,NA,34.87,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2011B","BGR",2011,"BTSX",NA,NA,25.08,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2011F","BGR",2011,"FMLE",NA,NA,16.64,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2011M","BGR",2011,"MLE",NA,NA,33.81,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2012B","BGR",2012,"BTSX",NA,NA,24.31,NA,NA,"4.6","0.84",NA,NA,NA,NA
"BGR2012F","BGR",2012,"FMLE",NA,NA,16.24,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2012M","BGR",2012,"MLE",NA,NA,32.71,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2013B","BGR",2013,"BTSX",NA,NA,23.84,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2013F","BGR",2013,"FMLE",NA,NA,15.44,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2013M","BGR",2013,"MLE",NA,NA,32.54,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2014B","BGR",2014,"BTSX",NA,NA,24.71,NA,NA,"4.4","0.86",NA,NA,NA,NA
"BGR2014F","BGR",2014,"FMLE",NA,NA,16.51,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2014M","BGR",2014,"MLE",NA,NA,33.21,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2016B","BGR",2016,"BTSX",NA,NA,24.41,NA,NA,"4.6","0.85",NA,NA,NA,NA
"BGR2016F","BGR",2016,"FMLE",NA,NA,16.27,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2016M","BGR",2016,"MLE",NA,NA,32.82,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2017B","BGR",2017,"BTSX",NA,NA,24.47,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2017F","BGR",2017,"FMLE",NA,NA,16.43,NA,NA,NA,NA,NA,NA,NA,NA
"BGR2017M","BGR",2017,"MLE",NA,NA,32.79,NA,NA,NA,NA,NA,NA,NA,NA
"BIH2001B","BIH",2001,"BTSX",NA,NA,21.86,NA,NA,NA,NA,NA,NA,NA,NA
